Date,AAPL,AMZN,COP,CVX,GOOG,HES,INTC,ORCL,OXY,XOM
2014-02-07,16.271093368530273,18.054000854492188,44.986995697021484,69.82636260986328,29.187829971313477,64.32293701171875,18.175514221191406,31.36882972717285,61.56301498413086,56.8666877746582
2014-02-10,16.562606811523438,18.043500900268555,44.71694564819336,69.60204315185547,29.076032638549805,64.16458892822266,18.235563278198242,31.461620330810547,61.630958557128906,56.20118713378906
2014-02-11,16.78082847595215,18.089500427246094,45.40245056152344,70.77982330322266,29.503644943237305,65.21467590332031,18.370698928833008,31.91709327697754,62.2493782043457,57.02988052368164
2014-02-12,16.77957534790039,17.462499618530273,45.16011047363281,70.43402099609375,29.417131423950195,65.0313720703125,18.430761337280273,32.11109161376953,62.650333404541016,57.18057632446289
2014-02-13,17.046024322509766,17.860000610351562,45.28607177734375,70.73580932617188,29.744598388671875,65.56475830078125,18.543371200561523,32.40631103515625,62.704715728759766,57.40029525756836
2014-02-14,17.03223991394043,17.86750030517578,45.85992431640625,71.34565734863281,29.816484451293945,66.25648498535156,18.58841896057129,32.035186767578125,65.07642364501953,59.08281326293945
2014-02-18,17.09486961364746,17.6825008392334,45.747962951660156,70.86154174804688,30.01678466796875,67.05653381347656,18.58841896057129,32.02674865722656,65.42981719970703,59.05771255493164
2014-02-19,16.824974060058594,17.368999481201172,45.4890251159668,71.42109680175781,29.805084228515625,67.2649154663086,18.393220901489258,31.942399978637695,64.5191421508789,58.98236846923828
2014-02-20,16.63022804260254,17.489999771118164,45.43303298950195,72.0498046875,29.848962783813477,68.01498413085938,18.573402404785156,32.27979278564453,64.831787109375,59.87385559082031
2014-02-21,16.445497512817383,17.33799934387207,45.26506805419922,70.84266662597656,29.841026306152344,67.64823913574219,18.333162307739258,32.13640213012695,64.82498931884766,59.66040802001953
2014-02-24,16.517507553100586,17.589000701904297,46.48276901245117,71.76688385009766,30.057191848754883,67.88162994384766,18.490816116333008,32.17015075683594,65.28711700439453,60.545597076416016
2014-02-25,16.345623016357422,17.916000366210938,46.552764892578125,72.28242492675781,30.242860794067383,66.9232177734375,18.483314514160156,32.26292419433594,65.1171875,60.463993072509766
2014-02-26,16.198150634765625,17.989999771118164,46.27983474731445,72.6219253540039,30.2470760345459,66.10643005371094,18.61844825744629,32.47378158569336,64.69586181640625,60.137542724609375
2014-02-27,16.521270751953125,18.006500244140625,46.36381149291992,72.73509216308594,30.223278045654297,66.25648498535156,18.58841896057129,32.853363037109375,64.92012023925781,60.16892623901367
2014-02-28,16.476499557495117,18.104999542236328,46.53877639770508,72.5087661743164,30.135026931762695,66.69818115234375,18.58841896057129,32.988319396972656,65.5928955078125,60.43889617919922
2014-03-03,16.524084091186523,17.98900032043457,46.40578842163086,72.20067596435547,29.81376075744629,66.23978424072266,18.393220901489258,32.482215881347656,65.27351379394531,59.95547866821289
2014-03-04,16.633041381835938,18.19499969482422,46.53877639770508,72.50247955322266,30.116682052612305,66.96487426757812,18.475799560546875,33.24135208129883,66.06861114501953,60.59584045410156
2014-03-05,16.668115615844727,18.618499755859375,46.39881134033203,71.94293212890625,30.199729919433594,67.28990936279297,18.393220901489258,33.3172607421875,65.81715393066406,58.888221740722656
2014-03-06,16.617700576782227,18.607999801635742,46.46177673339844,72.20697021484375,30.233196258544922,67.87329864501953,18.490816116333008,33.28352355957031,65.91303253173828,58.86310958862305
2014-03-07,16.608001708984375,18.60300064086914,46.54578399658203,72.35157775878906,30.113710403442383,68.2316665649414,18.498321533203125,32.75213623046875,66.50181579589844,59.63529586791992
2014-03-10,16.62302589416504,18.526500701904297,46.81169509887695,72.82940673828125,30.033889770507812,68.53998565673828,18.648469924926758,32.777442932128906,66.56343841552734,59.95547866821289
2014-03-11,16.78489112854004,18.44099998474121,46.55977249145508,71.99320983886719,29.746828079223633,67.68157196044922,18.565893173217773,32.81117248535156,66.00886535644531,59.020050048828125
2014-03-12,16.801177978515625,18.531999588012695,46.5667724609375,72.70994567871094,29.92803955078125,67.34823608398438,18.58841896057129,32.49065399169922,65.99517059326172,59.14559555053711
2014-03-13,16.614566802978516,18.57550048828125,46.41281509399414,71.95549011230469,29.47588348388672,66.54814147949219,18.445775985717773,31.756845474243164,65.59805297851562,58.787757873535156
2014-03-14,16.427959442138672,18.687000274658203,46.60874557495117,71.73544311523438,29.072811126708984,66.90653991699219,18.393220901489258,31.714662551879883,66.0842056274414,58.6810302734375
2014-03-17,16.492151260375977,18.75200080871582,47.09164810180664,72.34528350830078,29.55124282836914,67.01490020751953,18.543371200561523,32.23761749267578,66.31010437011719,59.214664459228516
2014-03-18,16.6380558013916,18.938499450683594,47.658512115478516,73.08087158203125,30.026203155517578,67.76729583740234,18.63346290588379,32.76057052612305,66.5908432006836,59.459503173828125
2014-03-19,16.6336727142334,18.661500930786133,47.23859786987305,72.4270248413086,29.728485107421875,67.3994369506836,18.78360939025879,32.515968322753906,65.13932800292969,58.844268798828125
2014-03-20,16.55352020263672,18.44849967956543,47.518531799316406,72.6219253540039,29.67667579650879,67.86759185791016,19.091419219970703,32.364131927490234,63.62622833251953,59.37788772583008
2014-03-21,16.684078216552734,18.0310001373291,47.22459030151367,72.69734954833984,29.326650619506836,68.51969909667969,18.89621925354004,31.63031768798828,64.40675354003906,59.208377838134766
2014-03-24,16.881956100463867,17.592500686645508,47.28060531616211,72.83568572998047,28.704195022583008,68.20201873779297,18.858684539794922,32.203887939453125,64.26982116699219,59.41555404663086
2014-03-25,17.06355857849121,17.73550033569336,47.8614501953125,73.61528778076172,28.72377586364746,68.5865707397461,19.113935470581055,32.38943862915039,64.80384826660156,59.58507537841797
2014-03-26,16.900426864624023,17.170499801635742,48.00840759277344,74.00506591796875,28.060667037963867,68.02645874023438,19.053878784179688,32.963008880615234,64.04385375976562,59.45323944091797
2014-03-27,16.827796936035156,16.923500061035156,48.49128723144531,73.97991943359375,27.715274810791016,68.55315399169922,19.001327514648438,33.097965240478516,64.7970199584961,60.42005157470703
2014-03-28,16.80900764465332,16.914499282836914,49.23311233520508,74.50177001953125,27.79120635986328,69.57308197021484,19.234052658081055,33.37630844116211,65.42007446289062,61.33663558959961
2014-03-31,16.805248260498047,16.818500518798828,49.23311233520508,74.75953674316406,27.641328811645508,69.28881072998047,19.376699447631836,34.50655746459961,65.24205780029297,61.3240852355957
2014-04-01,16.958984375,17.149499893188477,49.20513153076172,74.81608581542969,28.14703941345215,70.19168853759766,19.511831283569336,34.99577713012695,64.97501373291016,61.35550308227539
2014-04-02,16.987157821655273,17.097999572753906,49.61103057861328,75.0361557006836,28.139097213745117,71.02772521972656,19.436750411987305,34.692134857177734,65.74187469482422,61.49360656738281
2014-04-03,16.869436264038086,16.680999755859375,49.12814712524414,74.84126281738281,28.27507781982422,71.58787536621094,19.82714080810547,34.05107498168945,66.07731628417969,61.48103713989258
2014-04-04,16.651203155517578,16.149999618530273,49.14213562011719,74.69038391113281,26.954975128173828,71.34541320800781,19.639453887939453,33.82267379760742,64.73540496826172,61.12321472167969
2014-04-07,16.389768600463867,15.887999534606934,48.624267578125,73.77245330810547,26.70733070373535,69.99108123779297,19.887208938598633,33.39121627807617,64.07810974121094,60.759071350097656
2014-04-08,16.388832092285156,16.353500366210938,49.03716278076172,74.06166076660156,27.538599014282227,70.22517395019531,20.2025203704834,34.042625427246094,65.00926208496094,61.179683685302734
2014-04-09,16.6042423248291,16.590499877929688,50.065940856933594,74.87899780273438,27.997161865234375,71.23674774169922,20.25506591796875,34.58405685424805,65.70762634277344,61.10437774658203
2014-04-10,16.390079498291016,15.855500221252441,48.78522491455078,73.36380767822266,26.846290588378906,70.24187469482422,19.8421573638916,33.66192626953125,64.66007995605469,60.759071350097656
2014-04-11,16.2689151763916,15.58650016784668,49.5970458984375,73.57756805419922,26.332637786865234,69.87403106689453,19.65447235107422,32.976688385009766,63.90007400512695,60.72140121459961
2014-04-14,16.333721160888672,15.795499801635742,50.044921875,74.62750244140625,26.42792320251465,70.99429321289062,19.939754486083984,33.4758186340332,64.57792663574219,61.43709945678711
2014-04-15,16.217248916625977,15.803999900817871,51.04568862915039,75.63343811035156,26.622467041015625,71.9808120727539,20.097410202026367,33.61117172241211,64.97501373291016,61.951908111572266
2014-04-16,16.2501277923584,16.18400001525879,51.633544921875,76.59535217285156,27.61998748779297,72.34864044189453,20.2175235748291,33.949562072753906,65.59805297851562,62.742958068847656
2014-04-17,16.43579864501953,16.245500564575195,52.32637023925781,77.75846099853516,26.6055908203125,72.95891571044922,20.30011749267578,33.90727233886719,66.13896179199219,63.044281005859375
2014-04-21,16.6308536529541,16.543500900268555,52.2073974609375,78.11055755615234,26.234373092651367,73.38530731201172,20.2325439453125,34.042625427246094,66.72093963623047,63.36447525024414
2014-04-22,16.647449493408203,16.465999603271484,51.906494140625,77.95963287353516,26.54157257080078,73.57757568359375,20.14995765686035,34.22874450683594,66.36489868164062,63.01289367675781
2014-04-23,16.429847717285156,16.229000091552734,51.801490783691406,78.3934555053711,26.1510009765625,73.71133422851562,20.082399368286133,33.66192626953125,66.25535583496094,63.09449768066406
2014-04-24,17.776792526245117,16.857500076293945,52.13043975830078,78.14823913574219,26.06266212463379,73.8283920288086,20.082399368286133,33.62809371948242,66.5086898803711,62.78688049316406
2014-04-25,17.9073543548584,15.191499710083008,52.06745147705078,77.95336151123047,25.617002487182617,73.09269714355469,19.714536666870117,33.374298095703125,65.98149108886719,63.03801345825195
2014-04-28,18.60087013244629,14.829000473022461,52.24238586425781,79.04729461669922,25.665142059326172,72.92547607421875,19.76707649230957,33.949562072753906,66.19374084472656,63.51515197753906
2014-04-29,18.545764923095703,15.019000053405762,52.26338195800781,79.19819641113281,26.1887149810791,73.5859146118164,19.87969398498535,33.932647705078125,66.32380676269531,63.69091796875
2014-04-30,18.475631713867188,15.206500053405762,52.00443649291992,78.915283203125,26.137102127075195,74.53900909423828,20.037351608276367,34.58405685424805,65.5569839477539,64.29362487792969
2014-05-01,18.51914405822754,15.394499778747559,52.508323669433594,78.55064392089844,26.369857788085938,74.32162475585938,19.857173919677734,34.66019821166992,65.03665161132812,63.66581344604492
2014-05-02,18.553590774536133,15.400500297546387,53.55107879638672,78.41231536865234,26.200130462646484,74.12934112548828,19.82714080810547,34.52483367919922,64.66007995605469,64.04251098632812
2014-05-05,18.815969467163086,15.5024995803833,53.81002426147461,78.81468200683594,26.194175720214844,74.0624771118164,19.815786361694336,34.86324691772461,64.83808898925781,64.60752868652344
2014-05-06,18.610883712768555,14.869000434875488,53.942989349365234,78.5694808959961,25.565387725830078,73.64446258544922,19.838499069213867,34.694034576416016,65.61175537109375,64.45683288574219
2014-05-07,18.545764923095703,14.635499954223633,54.66382598876953,79.36164855957031,25.308313369750977,74.34673309326172,19.96722412109375,34.7363395690918,65.88561248779297,64.73307800292969
2014-05-08,18.5127010345459,14.416000366210938,53.89399337768555,78.64492797851562,25.359928131103516,73.74478912353516,19.94451141357422,34.57560729980469,65.17356872558594,64.23710632324219
2014-05-09,18.435575485229492,14.612000465393066,54.33488464355469,78.60719299316406,25.74355125427246,73.24319458007812,19.914226531982422,34.71941375732422,65.8034896850586,64.43938446044922
2014-05-12,18.665096282958984,15.142999649047852,54.87376403808594,78.73924255371094,26.298891067504883,73.85346984863281,19.96722412109375,35.48928451538086,66.01573181152344,64.6163558959961
2014-05-13,18.694368362426758,15.232000350952148,55.034732818603516,79.12276458740234,26.456212997436523,74.12934112548828,20.027799606323242,35.43851089477539,66.76887512207031,64.69853973388672
2014-05-14,18.697832107543945,14.880999565124512,54.95775604248047,79.4811019897461,26.136606216430664,74.42196655273438,19.93692970275879,35.430049896240234,66.67298126220703,64.65428161621094
2014-05-15,18.538835525512695,14.759499549865723,54.66382598876953,78.50466918945312,25.805587768554688,73.7280502319336,19.694629669189453,35.472347259521484,66.45389556884766,63.69984436035156
2014-05-16,18.81243133544922,14.885000228881836,54.62881088256836,78.10517883300781,25.837844848632812,73.06761169433594,19.550762176513672,35.26930618286133,65.51590728759766,63.674560546875
2014-05-19,19.03534507751465,14.838000297546387,54.88775634765625,77.95933532714844,26.246286392211914,73.51907348632812,19.717348098754883,35.66691207885742,65.68707275390625,63.756752014160156
2014-05-20,19.039133071899414,15.059499740600586,54.964725494384766,77.67402648925781,26.291446685791016,73.59428405761719,19.717348098754883,35.15933609008789,65.35842895507812,63.630313873291016
2014-05-21,19.089502334594727,15.250499725341797,55.444828033447266,78.7265853881836,26.746536254882812,74.65605163574219,19.838499069213867,35.260860443115234,66.81678771972656,64.48992156982422
2014-05-22,19.119731903076172,15.245499610900879,55.39541244506836,78.39051818847656,27.050260543823242,75.48368835449219,19.800642013549805,35.1254997253418,66.5703125,64.15497589111328
2014-05-23,19.335716247558594,15.612000465393066,55.37424087524414,78.22565460205078,27.429414749145508,75.12420654296875,19.906652450561523,35.65846633911133,66.39228820800781,64.0411605834961
2014-05-27,19.69778823852539,15.541000366210938,55.8049201965332,77.88958740234375,28.086990356445312,74.76473999023438,20.224666595458984,35.455440521240234,66.72093963623047,64.06645202636719
2014-05-28,19.646780014038086,15.508000373840332,56.17912292480469,77.68669128417969,27.875078201293945,75.21615600585938,20.353389739990234,35.16779327392578,67.8163833618164,63.8768310546875
2014-05-29,20.0047664642334,15.689000129699707,56.16499710083008,77.55989837646484,27.795673370361328,75.7344970703125,20.413972854614258,35.70076370239258,68.35044860839844,64.00956726074219
2014-05-30,19.92983627319336,15.6274995803833,56.44032669067383,77.85787200927734,27.786243438720703,76.32808685302734,20.686552047729492,35.548500061035156,68.25458526611328,63.54184341430664
2014-06-02,19.792877197265625,15.442000389099121,56.115577697753906,77.49011993408203,27.490459442138672,76.3364028930664,20.64112663269043,35.506187438964844,68.3025131225586,63.168941497802734
2014-06-03,20.07276725769043,15.35949993133545,56.35564041137695,77.70572662353516,27.04430389404297,77.23932647705078,20.944005966186523,35.37082290649414,68.63117218017578,63.45335006713867
2014-06-04,20.301982879638672,15.33899974822998,56.34149169921875,77.57889556884766,27.03040885925293,77.17243957519531,20.89857292175293,35.27778244018555,68.57637023925781,63.23213195800781
2014-06-05,20.381633758544922,16.178499221801758,56.51799774169922,78.32075500488281,27.488971710205078,77.08048248291016,20.944005966186523,35.616180419921875,69.08302307128906,63.55447769165039
2014-06-06,20.325590133666992,16.48349952697754,57.07578659057617,78.74559783935547,27.609567642211914,78.01678466796875,21.330171585083008,36.06454086303711,69.22095489501953,64.21813201904297
2014-06-09,20.650829315185547,16.375,57.08281707763672,78.85974884033203,27.89691162109375,78.66890716552734,21.133296966552734,36.1237678527832,69.08993530273438,64.1675796508789
2014-06-10,20.772048950195312,16.620500564575195,57.6335334777832,79.47476196289062,27.818998336791992,78.8444595336914,21.383174896240234,36.08992004394531,68.94510650634766,64.12966918945312
2014-06-11,20.68609046936035,16.760000228881836,57.859474182128906,79.37332153320312,27.734134674072266,79.68048095703125,21.1484432220459,36.00532150268555,68.88304901123047,64.43938446044922
2014-06-12,20.340076446533203,16.295499801635742,58.501976013183594,79.96302032470703,27.36241912841797,80.03255462646484,21.17116355895996,35.53157043457031,69.8208999633789,64.25607299804688
2014-06-13,20.117481231689453,16.313499450683594,58.65731430053711,80.69220733642578,27.382766723632812,80.42649841308594,22.617406845092773,35.6500129699707,71.18629455566406,64.88185119628906
2014-06-16,20.32024574279785,16.381000518798828,59.08795928955078,81.50379180908203,27.01154899597168,80.3761978149414,22.723407745361328,35.65846633911133,71.26902770996094,65.05248260498047
2014-06-17,20.293798446655273,16.2810001373291,59.13032531738281,81.68768310546875,26.948522567749023,80.41810607910156,22.677982330322266,35.802284240722656,70.84835815429688,64.73643493652344
2014-06-18,20.31583595275879,16.7189998626709,59.47629928588867,82.6070785522461,27.46266746520996,80.73663330078125,22.66282844543457,36.216827392578125,71.20008850097656,64.93238067626953
2014-06-19,20.24530792236328,16.350000381469727,59.850494384765625,83.69139862060547,27.538599014282227,81.59159851074219,22.783985137939453,35.96303939819336,71.26902770996094,64.86920166015625
2014-06-20,20.03594398498535,16.209999084472656,60.26704406738281,83.91328430175781,27.61105728149414,82.11128997802734,22.867279052734375,34.533302307128906,71.71725463867188,65.62767791748047
2014-06-23,20.018306732177734,16.36199951171875,60.78950119018555,84.31907653808594,28.0373592376709,82.4801025390625,22.889991760253906,34.77016830444336,72.53788757324219,65.97530364990234
2014-06-24,19.897090911865234,16.20800018310547,59.871681213378906,83.5518798828125,28.02098274230957,80.87909698486328,23.094432830810547,34.482547760009766,69.95881652832031,64.93238067626953
2014-06-25,19.914718627929688,16.371999740600586,60.450618743896484,83.2094497680664,28.71726417541504,82.29572296142578,23.382173538208008,34.22874450683594,70.76563262939453,64.5594711303711
2014-06-26,20.03373908996582,16.284500122070312,60.690650939941406,83.01290130615234,28.585750579833984,81.80113983154297,23.30645179748535,33.96649169921875,70.77941131591797,64.48992156982422
2014-06-27,20.271760940551758,16.228500366210938,60.71892166137695,82.65782165527344,28.647289276123047,82.38792419433594,23.420028686523438,34.287967681884766,70.48289489746094,63.971622467041016
2014-06-30,20.481128692626953,16.23900032043457,60.52827453613281,82.7783203125,28.550018310546875,82.89083862304688,23.397315979003906,34.287967681884766,70.77252197265625,63.63663864135742
2014-07-01,20.611160278320312,16.61949920654297,60.79658508300781,82.77196502685547,28.916770935058594,83.49435424804688,23.457887649536133,34.49101257324219,70.88973999023438,64.06645202636719
2014-07-02,20.60234832763672,16.642499923706055,60.62006378173828,82.57538604736328,28.900146484375,83.3350830078125,23.457887649536133,34.643272399902344,70.50358581542969,64.19920349121094
2014-07-03,20.723554611206055,16.874500274658203,61.0013313293457,83.18409729003906,29.019004821777344,83.76258850097656,23.579042434692383,34.97321319580078,70.45530700683594,64.84388732910156
2014-07-07,21.151126861572266,16.677499771118164,60.78950119018555,82.72757720947266,28.895923614501953,83.15070343017578,23.495744705200195,34.69321823120117,70.05536651611328,64.88185119628906
2014-07-08,21.01447868347168,16.190500259399414,60.74715805053711,82.36614227294922,28.342077255249023,82.94950103759766,23.314022064208984,34.41322708129883,70.2553482055664,64.99561309814453
2014-07-09,21.02330207824707,16.49850082397461,60.57770919799805,83.3109130859375,28.5897216796875,83.00816345214844,23.38974380493164,34.15869903564453,70.3035888671875,65.45068359375
2014-07-10,20.946157455444336,16.395999908447266,60.485923767089844,82.58808135986328,28.342575073242188,82.56397247314453,23.66990089416504,34.20961380004883,69.24163818359375,64.83126068115234
2014-07-11,20.98583221435547,17.309999465942383,59.822269439697266,81.45942687988281,28.743566513061523,82.01073455810547,23.662328720092773,34.04839324951172,69.28992462158203,64.30665588378906
2014-07-14,21.256916046142578,17.766000747680664,60.60594177246094,81.96034240722656,29.025951385498047,83.15904998779297,23.84405517578125,34.35384750366211,69.80021667480469,64.90081024169922
2014-07-15,21.007871627807617,17.722000122070312,59.808128356933594,81.96034240722656,29.021482467651367,82.0023193359375,24.010643005371094,34.39626693725586,68.6279067993164,64.71748352050781
2014-07-16,20.88886070251465,17.795000076293945,61.20606994628906,82.99388122558594,28.91627311706543,83.16743469238281,26.236793518066406,34.15869903564453,70.15188598632812,65.58972930908203
2014-07-17,20.51639747619629,17.622499465942383,60.294681549072266,82.48030853271484,28.473094940185547,82.5219955444336,25.5174560546875,33.86174392700195,68.92443084716797,64.66692352294922
2014-07-18,20.81171989440918,17.933000564575195,60.35163116455078,82.6768569946289,29.53265380859375,82.74834442138672,25.5174560546875,33.93810272216797,69.60020446777344,64.93238067626953
2014-07-21,20.7037296295166,17.988000869750977,60.187889099121094,83.24752807617188,29.254240036010742,83.25128173828125,25.790048599243164,33.94658279418945,69.35884857177734,65.15363311767578
2014-07-22,20.875635147094727,18.04199981689453,61.248783111572266,84.06549072265625,29.515779495239258,83.65359497070312,26.342802047729492,34.302940368652344,69.83467864990234,65.44437408447266
2014-07-23,21.42000389099121,17.906999588012695,61.775699615478516,84.88975524902344,29.57731819152832,83.95533752441406,26.12321662902832,34.20112228393555,70.06224822998047,65.89311981201172
2014-07-24,21.38474464416504,17.930500030517578,61.412574768066406,85.50482177734375,29.446796417236328,84.44151306152344,25.933914184570312,34.33687210083008,69.56573486328125,65.91207122802734
2014-07-25,21.525794982910156,16.20050048828125,61.177608489990234,84.69322967529297,29.23190689086914,83.66197967529297,25.933914184570312,34.21809768676758,69.02094268798828,65.21683502197266
2014-07-28,21.823320388793945,16.02050018310547,60.657806396484375,84.48394775390625,29.310317993164062,83.67874908447266,25.918773651123047,34.40475845336914,68.83478546142578,65.96900177001953
2014-07-29,21.682262420654297,16.0,60.3160400390625,83.96400451660156,29.06267738342285,83.3350830078125,25.88848304748535,34.47262191772461,68.49688720703125,65.45068359375
2014-07-30,21.63158416748047,16.125499725341797,60.25906753540039,84.03376770019531,29.152502059936523,84.70137023925781,26.009639739990234,34.75260543823242,67.65557861328125,65.26106262207031
2014-07-31,21.069578170776367,15.649499893188477,58.74247360229492,81.94767761230469,28.367385864257812,82.96627807617188,25.66132164001465,34.26899719238281,67.3797378540039,62.5368537902832
2014-08-01,21.18638038635254,15.352999687194824,57.46080017089844,81.09798431396484,28.09294319152832,82.14484405517578,25.54775047302246,33.60721206665039,67.50389862060547,62.44835662841797
2014-08-04,21.0673770904541,15.682499885559082,58.372196197509766,81.26919555664062,28.444311141967773,84.1900634765625,25.7824764251709,34.022945404052734,69.4760971069336,63.28900146484375
2014-08-05,20.963790893554688,15.616000175476074,56.77723693847656,79.23384094238281,28.043317794799805,82.63936614990234,25.016435623168945,33.90416717529297,68.34516906738281,62.069129943847656
2014-08-06,20.92853355407715,15.694499969482422,57.396732330322266,79.7220687866211,28.108030319213867,82.79022216796875,25.039308547973633,34.0738525390625,68.55204010009766,62.562137603759766
2014-08-07,20.926305770874023,15.572500228881836,56.67046356201172,79.67133331298828,27.958450317382812,82.01073455810547,24.90972328186035,33.658119201660156,67.77970123291016,62.11336898803711
2014-08-08,20.98390007019043,15.84000015258789,57.90938186645508,81.07264709472656,28.22694206237793,83.75421142578125,24.8487491607666,33.88719177246094,68.82101440429688,63.04252243041992
2014-08-11,21.260759353637695,15.916500091552734,57.53200149536133,80.97753143310547,28.182769775390625,83.93860626220703,25.168882369995117,33.870216369628906,68.80030822753906,62.83882522583008
2014-08-12,21.256330490112305,15.965999603271484,57.261444091796875,80.58440399169922,27.927186965942383,83.00816345214844,25.25272560119629,33.85325622558594,68.82787322998047,62.686100006103516
2014-08-13,21.53762435913086,16.31399917602539,57.5960693359375,80.90776062011719,28.525203704833984,83.08362579345703,25.992090225219727,34.141746520996094,68.95203399658203,63.067955017089844
2014-08-14,21.59520721435547,16.660499572753906,57.08344268798828,80.5019760131836,28.518754959106445,81.75089263916016,25.870134353637695,34.12477111816406,68.9382095336914,63.067955017089844
2014-08-15,21.701520919799805,16.681499481201172,57.40383529663086,80.63624572753906,28.4606876373291,82.89921569824219,26.045452117919922,34.17567825317383,69.27608489990234,63.02977752685547
2014-08-18,21.96288299560547,16.726499557495117,56.49245071411133,80.76416015625,28.891460418701172,82.06101989746094,26.2283878326416,34.48109817504883,69.3726577758789,63.34165573120117
2014-08-19,22.266324996948242,16.756500244140625,56.898292541503906,81.61463165283203,29.124711990356445,83.21772766113281,26.175024032592773,35.13441848754883,70.2001724243164,63.32256317138672
2014-08-20,22.275177001953125,16.788999557495117,57.31837844848633,81.52510833740234,29.00709342956543,83.3183364868164,26.29698944091797,34.9986686706543,70.15880584716797,63.45622253417969
